record_type,time,type,peer_address,prefix,next-hop,communities,as-path,filename,title
rib,1203964821.0,R,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6100'},6730 5400 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3549', '2914:3000'}",2914 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.26,208.65.152.0/22,206.223.115.26,"{'16559:500', '16559:65503'}",16559 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.19,208.65.152.0/22,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.152.0/22,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.7,208.65.152.0/22,206.223.115.7,{'6730:6234'},6730 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.12,208.65.152.0/22,206.223.115.12,"{'2914:2000', '2914:420', '65504:174', '2914:3000'}",2914 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:500', '16559:65502'}",16559 3356 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6100'},6730 5400 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3549', '2914:3000'}",2914 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
